id,recordDate,recordTime,date,shift,shiftStartAt,shiftEndAt,machineId,machineName,productName,partNo,step,workMinutes,timeSlots,minutesPerSlot,machineSpeed,cavityQty,normalMinutes,changeoverMinutes,inspectionMinutes,equipmentRepairMinutes,moldRepairMinutes,materialChangeMinutes,emergencyStopMinutes,meetingMinutes,plannedStopMinutes,goodQty,ngQty,testQty,note,createdAt,updatedAt,source
seed-c2-24,,,2026-04-24,N,,,c2,C2,INNER,TM-865A-2,-,1803.38,360.68,5,1.5,4,535,0,25,0,1143.38,0,0,100,0,1502,2,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c2-25,,,2026-04-25,D,,,c2,C2,INNER,TM-865A-2,-,1158.64,231.73,5,1.5,4,380,10,20,0,673.64,0,0,70,5,1320,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c2-26,,,2026-04-25,N,,,c2,C2,INNER,TM-865A-2,-,1848.1,369.62,5,1.5,4,545,0,25,0,1188.1,0,0,90,0,1500,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c2-27,,,2026-04-26,D,,,c2,C2,INNER,TM-865A-2,-,1571.17,314.23,5,1.5,4,535,10,25,0,911.17,0,0,90,0,1920,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c2-28,,,2026-04-26,N,,,c2,C2,INNER,TM-865A-2,-,1911.72,382.34,5,1.5,4,550,0,25,0,1251.72,0,0,85,0,1450,2,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c2-29,,,2026-04-27,D,,,c2,C2,INNER,TM-865A-2,-,1932.96,386.59,5,1.5,4,545,0,25,0,1272.96,0,0,90,0,1400,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c2-30,,,2026-04-28,D,,,c2,C2,INNER,TM-865A-2,-,2017.2,403.44,5,1.5,4,580,5,25,0,1357.2,0,0,50,0,1500,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c2-31,,,2026-04-28,N,,,c2,C2,INNER,TM-865A-2,-,1730.38,346.08,5,1.5,4,530,20,25,0,1070.38,0,0,85,0,1634,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c2-32,,,2026-04-30,D,,,c2,C2,INNER,TM-865A-2,-,1398.51,279.7,5,1.5,4,390,0,20,0,913.51,0,0,70,5,999,1,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c2-33,,,2026-05-02,D,,,c2,C2,INNER,TM-865A-2,-,1611.9,322.38,5,1.5,4,190,240,10,0,1126.9,0,0,40,5,435,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c2-34,,,2026-05-02,N,,,c2,C2,INNER,TM-865A-2,-,1419.8,283.96,5,1.5,4,380,30,20,0,934.8,0,0,50,5,1000,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c2-35,,,2026-05-04,D,,,c2,C2,INNER,TM-865A-2,-,1794.2,358.84,5,1.5,4,530,5,25,0,1134.2,0,0,100,0,1500,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c2-36,,,2026-05-04,N,,,c2,C2,INNER,TM-865A-2,-,871.94,174.39,5,1.5,4,205,0,10,0,626.94,0,5,20,5,412,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c2-37,,,2026-05-05,D,,,c2,C2,INNER,TM-865A-2,-,1123.8,224.76,5,1.5,4,340,5,15,0,703.8,0,0,60,0,1000,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c2-38,,,2026-05-05,N,,,c2,C2,INNER,TM-865A-2,-,1891,378.2,5,1.5,4,425,0,50,0,1326,0,0,90,0,1000,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c2-39,,,2026-05-06,D,,,c2,C2,INNER,TM-865A-2,-,1172.19,234.44,5,1.5,4,385,5,20,0,687.19,0,0,70,5,1311,1,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c2-40,,,2026-05-06,N,,,c2,C2,INNER,TM-865A-2,-,1936.24,387.25,5,1.5,4,550,10,20,0,1276.24,0,0,80,0,1448,1,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c2-41,,,2026-05-07,D,,,c2,C2,INNER,TM-865A-2,-,1804.9,360.98,5,1.5,4,535,0,25,0,1144.9,0,0,100,0,1500,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c2-42,,,2026-05-07,N,,,c2,C2,INNER,TM-865A-2,-,1568.75,313.75,5,1.5,4,425,0,15,0,1083.75,0,0,40,5,1000,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c2-43,,,2026-05-08,D,,,c2,C2,INNER,TM-865A-2,-,1827.47,365.49,5,1.5,4,535,0,25,0,1167.47,0,0,100,0,1471,1,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c2-44,,,2026-05-09,D,,,c2,C2,INNER,TM-865A-2,-,1299.39,259.88,5,1.5,4,355,0,20,0,849.39,0,0,70,5,978,1,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c2-45,,,2026-05-14,N,,,c2,C2,INNER,TM-865A-2,-,2048.68,409.74,5,1.5,4,550,0,25,0,1388.68,0,0,85,0,1307,1,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c2-46,,,2026-05-15,D,,,c2,C2,INNER,TM-865A-2,-,1654.5,330.9,5,1.5,4,390,5,135,30,994.5,0,0,100,0,1000,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c2-47,,,2026-05-18,D,,,c2,C2,INNER,TM-865A-2,-,1423.56,284.71,5,1.5,4,415,0,20,0,938.56,0,0,45,5,1101,3,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c2-48,,,2026-05-18,N,,,c2,C2,INNER,TM-865A-2,-,1763.79,352.76,5,1.5,4,505,5,50,0,1103.79,0,0,100,0,1400,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c2-49,,,2026-05-19,D,,,c2,C2,INNER,TM-865A-2,-,1744.01,348.8,5,1.5,4,510,15,25,0,1084.01,0,0,110,0,1482,2,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c2-50,,,2026-05-20,D,,,c2,C2,INNER,TM-865A-2,-,1588.51,317.7,5,1.5,4,450,5,25,20,983.51,0,0,100,5,1304,1,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c2-51,,,2026-05-21,N,,,c2,C2,INNER,TM-865A-2,-,1694.78,338.96,5,1.5,4,505,10,45,0,1034.78,0,0,100,0,1508,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c2-52,,,2026-05-23,D,,,c2,C2,INNER,TM-865A-2,-,1334.28,266.86,5,1.5,4,380,10,20,0,849.28,0,0,70,5,1047,1,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c2-53,,,2026-05-23,N,,,c2,C2,INNER,TM-865A-2,-,1260.41,252.08,5,1.5,4,365,5,40,0,775.41,0,0,70,5,1045,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c2-54,,,2026-05-27,D,,,c2,C2,INNER,TM-865A-2,-,1268.05,253.61,5,1.5,4,380,5,25,0,783.05,0,0,70,5,1121,1,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c2-55,,,2026-05-28,D,,,c2,C2,INNER,TM-865A-2,-,1260.12,252.02,5,1.5,4,355,10,30,0,775.12,0,0,85,5,1003,1,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c2-56,,,2026-05-29,D,,,c2,C2,INNER,TM-865A-2,-,1240.64,248.13,5,1.5,4,335,0,25,0,755.64,0,15,105,5,931,1,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c2-57,,,2026-05-29,N,,,c2,C2,INNER,TM-865A-2,-,1084.25,216.85,5,1.5,4,375,0,45,0,599.25,0,0,60,5,1408,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c2-58,,,2026-05-30,D,,,c2,C2,INNER,TM-865A-2,-,1137.05,227.41,5,1.5,4,375,20,20,0,652.05,0,0,65,5,1363,2,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c2-59,,,2026-05-30,N,,,c2,C2,INNER,TM-865A-2,-,1560.25,312.05,5,1.5,4,515,10,45,0,900.25,0,0,90,0,1802,2,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c2-60,,,2026-06-01,D,,,c2,C2,INNER,TM-865A-2,-,1655.04,331.01,5,1.5,4,505,5,50,0,995.04,0,0,100,0,1553,1,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c2-61,,,2026-06-01,N,,,c2,C2,INNER,TM-865A-2,-,1973.73,394.75,5,1.5,4,545,5,25,0,1313.73,0,0,85,0,1369,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c2-62,,,2026-06-02,D,,,c2,C2,INNER,TM-865A-2,-,1250,250,5,1.5,4,340,5,35,0,765,0,0,100,5,920,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c2-63,,,2026-06-02,N,,,c2,C2,INNER,TM-865A-2,-,1416.34,283.27,5,1.5,4,390,10,20,0,931.34,0,0,60,5,1005,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c2-64,,,2026-06-03,D,,,c2,C2,INNER,TM-865A-2,-,1615.6,323.12,5,1.5,4,495,5,50,0,955.6,0,0,110,0,1554,2,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c2-65,,,2026-06-03,N,,,c2,C2,INNER,TM-865A-2,-,1840.13,368.03,5,1.5,4,540,10,25,0,1180.13,0,0,85,0,1510,1,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c2-66,,,2026-06-04,D,,,c2,C2,INNER,TM-865A-2,-,1456.05,291.21,5,1.5,4,500,10,50,0,796.05,0,0,100,0,1922,2,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c2-67,,,2026-06-04,N,,,c2,C2,INNER,TM-865A-2,-,1416.34,283.27,5,1.5,4,390,10,25,0,931.34,0,0,55,5,1005,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c2-68,,,2026-06-05,D,,,c2,C2,INNER,TM-865A-2,-,1653.38,330.68,5,1.5,4,510,0,50,0,993.38,0,0,100,0,1571,1,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c2-69,,,2026-06-05,N,,,c2,C2,INNER,TM-865A-2,-,1951.89,390.38,5,1.5,4,510,0,30,0,1291.89,0,0,120,0,1208,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c2-70,,,2026-06-08,D,,,c2,C2,INNER,TM-865A-2,-,1630.25,326.05,5,1.5,4,500,0,50,0,970.25,0,0,110,0,1546,2,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c2-71,,,2026-06-08,N,,,c2,C2,INNER,TM-865A-2,-,1903.39,380.68,5,1.5,4,535,10,25,0,1243.39,0,0,90,0,1407,1,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c2-72,,,2026-06-09,D,,,c2,C2,INNER,TM-865A-2,-,1595.7,319.14,5,1.5,4,385,5,80,90,935.7,0,0,100,0,1185,8,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c2-73,,,2026-06-09,N,,,c2,C2,INNER,TM-865A-2,-,1824.51,364.9,5,1.5,4,520,10,30,0,1164.51,0,0,100,0,1420,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c2-74,,,2026-06-10,D,,,c2,C2,INNER,TM-865A-2,-,1721.47,344.29,5,1.5,4,495,0,50,0,1061.47,0,5,110,0,1399,1,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c2-75,,,2026-06-10,N,,,c2,C2,INNER,TM-865A-2,-,1394.09,278.82,5,1.5,4,400,0,40,0,909.09,0,0,40,5,1056,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c2-76,,,2026-06-11,D,,,c2,C2,INNER,TM-865A-2,-,1155.33,231.07,5,1.5,4,350,10,45,0,675.33,0,5,70,0,1135,4,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c2-77,,,2026-06-12,D,,,c2,C2,INNER,TM-865A-2,-,1193.35,238.67,5,1.5,4,355,0,45,0,713.35,0,0,80,0,1060,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c2-78,,,2026-06-13,D,,,c2,C2,INNER,TM-865A-2,-,1559.47,311.89,5,1.5,4,500,5,50,0,899.47,0,5,100,0,1701,7,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c2-79,,,2026-06-13,N,,,c2,C2,INNER,TM-865A-2,-,1379.68,275.94,5,1.5,4,405,0,45,0,894.68,0,0,30,5,1100,1,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c2-80,,,2026-06-14,D,,,c2,C2,INNER,TM-865A-2,-,1296.11,259.22,5,1.5,4,360,5,40,0,811.11,0,0,75,5,972,1,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c2-81,,,2026-06-15,D,,,c2,C2,INNER,TM-865A-2,-,1492.64,298.53,5,1.5,4,315,0,145,100,832.64,0,0,100,0,942,1,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c2-82,,,2026-06-15,N,,,c2,C2,INNER,TM-865A-2,-,1534.53,306.91,5,1.5,4,505,5,50,0,874.53,0,0,100,0,1767,2,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c2-83,,,2026-06-16,D,,,c2,C2,INNER,TM-865A-2,-,1716.57,343.31,5,1.5,4,510,0,40,0,1056.57,0,10,100,0,1506,2,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c2-84,,,2026-06-16,N,,,c2,C2,INNER,TM-865A-2,-,1183.72,236.74,5,1.5,4,370,5,45,0,703.72,0,0,60,0,1183,3,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c2-85,,,2026-06-17,D,,,c2,C2,INNER,TM-865A-2,-,1631.36,326.27,5,1.5,4,475,0,45,0,971.36,0,10,130,0,1423,5,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c2-86,,,2026-06-17,N,,,c2,C2,INNER,TM-865A-2,-,1653.51,330.7,5,1.5,4,500,10,50,0,993.51,0,0,100,0,1540,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c2-87,,,2026-06-18,D,,,c2,C2,INNER,TM-865A-2,-,1322.88,264.58,5,1.5,4,375,0,35,0,837.88,0,0,70,5,1007,3,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c2-88,,,2026-06-18,N,,,c2,C2,INNER,TM-865A-2,-,1713.08,342.62,5,1.5,4,510,10,50,0,1053.08,0,0,90,0,1511,1,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c2-89,,,2026-06-19,D,,,c2,C2,INNER,TM-865A-2,-,1713.22,342.64,5,1.5,4,475,10,45,0,1053.22,0,15,115,0,1353,6,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c2-90,,,2026-06-19,N,,,c2,C2,INNER,TM-865A-2,-,1743.04,348.61,5,1.5,4,520,0,50,0,1083.04,0,0,90,0,1498,2,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c2-91,,,2026-06-20,D,,,c2,C2,INNER,TM-865A-2,-,1770.27,354.05,5,1.5,4,490,10,50,0,1110.27,0,0,110,0,1324,2,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c2-92,,,2026-06-20,N,,,c2,C2,INNER,TM-865A-2,-,1712.26,342.45,5,1.5,4,515,5,50,0,1052.26,0,0,90,0,1527,2,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c2-93,,,2026-06-21,D,,,c2,C2,INNER,TM-865A-2,-,1103.69,220.74,5,1.5,4,300,5,30,0,683.69,0,0,85,0,803,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c2-94,,,2026-06-22,D,,,c2,C2,INNER,TM-865A-2,-,1804.03,360.81,5,1.5,4,495,10,55,0,1144.03,0,5,95,0,1324,2,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c2-95,,,2026-06-22,N,,,c2,C2,INNER,TM-865A-2,-,1720.99,344.2,5,1.5,4,515,10,45,0,1060.99,0,0,90,0,1529,4,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c2-96,,,2026-06-23,D,,,c2,C2,INNER,TM-865A-2,-,1654.44,330.89,5,1.5,4,490,15,45,0,994.44,0,0,110,0,1493,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c2-97,,,2026-06-24,D,,,c2,C2,INNER,TM-865A-2,-,961.47,192.29,5,1.5,4,120,0,210,105,476.47,0,0,45,5,340,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c2-98,,,2026-06-25,D,,,c2,C2,INNER,TM-865A-2,-,1697.81,339.56,5,1.5,4,440,5,45,0,1037.81,0,0,170,0,1132,1,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c2-99,,,2026-06-25,N,,,c2,C2,INNER,TM-865A-2,-,1501.12,300.22,5,1.5,4,465,5,50,0,841.12,0,0,140,0,1559,2,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c2-100,,,2026-06-26,D,,,c2,C2,INNER,TM-865A-2,-,2352.74,470.55,5,1.5,4,630,0,55,0,1567.74,0,0,95,5,1519,1,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c3-1,,,2026-04-09,D,,,c3,C3,RHS ACTIVE BRACKET,SB-069A-1,-,592.38,118.48,5,0.21,1,345,0,15,0,172.38,0,0,60,0,145,1,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c3-2,,,2026-04-16,D,,,c3,C3,RHS ACTIVE BRACKET,SB-069A-1,-,639.33,127.87,5,0.21,1,345,15,20,0,154.33,0,0,100,5,169,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c3-3,,,2026-04-17,D,,,c3,C3,RHS ACTIVE BRACKET,SB-069A-1,-,345.65,69.13,5,0.21,1,175,15,10,0,95.65,0,0,40,10,73,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c3-4,,,2026-04-25,D,,,c3,C3,RHS ACTIVE BRACKET,SB-069A-1,-,427.8,85.56,5,0.21,1,240,0,0,0,172.8,0,0,10,5,70,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c3-5,,,2026-04-27,D,,,c3,C3,RHS ACTIVE BRACKET,SB-069A-1,-,987.69,197.54,5,0.21,1,525,10,25,0,327.69,0,0,100,0,180,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c3-6,,,2026-04-27,N,,,c3,C3,RHS ACTIVE BRACKET,SB-069A-1,-,856.58,171.32,5,0.21,1,385,15,45,0,341.58,0,0,70,0,129,1,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c3-7,,,2026-04-28,D,,,c3,C3,RHS ACTIVE BRACKET,SB-069A-1,-,929.07,185.81,5,0.21,1,510,0,40,0,269.07,0,0,110,0,203,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c3-8,,,2026-04-28,N,,,c3,C3,RHS ACTIVE BRACKET,SB-069A-1,-,981.3,196.26,5,0.21,1,510,0,65,0,321.3,0,0,85,0,170,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c3-9,,,2026-04-30,D,,,c3,C3,RHS ACTIVE BRACKET,SB-069A-1,-,324.4,64.88,5,0.21,1,175,0,10,0,79.4,0,0,55,5,81,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c3-10,,,2026-05-04,D,,,c3,C3,RHS ACTIVE BRACKET,SB-069A-1,-,783.51,156.7,5,0.21,1,390,0,25,0,298.51,0,0,65,5,107,1,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c3-11,,,2026-05-04,N,,,c3,C3,RHS ACTIVE BRACKET,SB-069A-1,-,1032.3,206.46,5,0.21,1,495,10,70,0,372.3,0,0,85,0,141,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c3-12,,,2026-05-05,D,,,c3,C3,RHS ACTIVE BRACKET,SB-069A-1,-,860.72,172.14,5,0.21,1,415,0,45,0,215.72,85,0,100,0,202,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c3-13,,,2026-05-06,D,,,c3,C3,RHS ACTIVE BRACKET,SB-069A-1,-,757.76,151.55,5,0.21,1,325,0,15,0,357.76,0,0,60,0,62,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c3-14,,,2026-05-07,D,,,c3,C3,RHS ACTIVE BRACKET,SB-069A-1,-,1081.35,216.27,5,0.21,1,530,0,20,0,421.35,0,0,110,0,140,4,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c3-15,,,2026-05-08,D,,,c3,C3,RHS ACTIVE BRACKET,SB-069A-1,-,1040.43,208.09,5,0.21,1,535,0,25,0,380.43,0,0,100,0,158,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c3-16,,,2026-05-08,N,,,c3,C3,RHS ACTIVE BRACKET,SB-069A-1,-,816.06,163.21,5,0.21,1,395,25,15,0,311.06,0,0,70,0,112,2,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c3-17,,,2026-05-11,D,,,c3,C3,RHS ACTIVE BRACKET,SB-069A-1,-,975.18,195.04,5,0.21,1,510,0,45,0,315.18,0,5,100,0,175,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c3-18,,,2026-05-12,D,,,c3,C3,RHS ACTIVE BRACKET,SB-069A-1,-,640.69,128.14,5,0.21,1,340,0,15,0,220.69,0,0,65,0,110,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c3-19,,,2026-05-13,D,,,c3,C3,RHS ACTIVE BRACKET,SB-069A-1,-,653.23,130.65,5,0.21,1,380,10,20,0,168.23,0,0,70,5,185,1,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c3-20,,,2026-05-14,N,,,c3,C3,RHS ACTIVE BRACKET,SB-069A-1,-,498.25,99.65,5,0.21,1,205,0,25,0,173.25,0,0,95,0,82,1,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c3-21,,,2026-05-15,D,,,c3,C3,RHS ACTIVE BRACKET,SB-069A-1,-,1154.45,230.89,5,0.21,1,635,5,35,0,369.45,0,0,105,5,231,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c3-22,,,2026-05-15,N,,,c3,C3,RHS ACTIVE BRACKET,SB-069A-1,-,426.64,85.33,5,0.21,1,215,15,25,0,126.64,0,0,45,0,82,1,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c3-23,,,2026-05-16,D,,,c3,C3,RHS ACTIVE BRACKET,SB-069A-1,-,977.83,195.57,5,0.21,1,440,10,105,35,317.83,0,0,70,0,141,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c3-24,,,2026-05-18,N,,,c3,C3,RHS ACTIVE BRACKET,SB-069A-1,-,309.29,61.86,5,0.21,1,170,0,15,0,84.29,0,0,35,5,72,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c3-25,,,2026-05-19,D,,,c3,C3,RHS ACTIVE BRACKET,SB-069A-1,-,904.76,180.95,5,0.21,1,490,0,50,0,244.76,0,0,120,0,206,1,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c3-26,,,2026-05-19,N,,,c3,C3,RHS ACTIVE BRACKET,SB-069A-1,-,923.81,184.76,5,0.21,1,500,5,55,0,263.81,0,0,100,0,201,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c3-27,,,2026-05-20,D,,,c3,C3,RHS ACTIVE BRACKET,SB-069A-1,-,935.07,187.01,5,0.21,1,510,15,45,0,285.07,0,0,80,0,201,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c3-28,,,2026-05-21,D,,,c3,C3,RHS ACTIVE BRACKET,SB-069A-1,-,942.95,188.59,5,0.21,1,480,0,50,0,282.95,0,0,130,0,171,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c3-29,,,2026-05-21,N,,,c3,C3,RHS ACTIVE BRACKET,SB-069A-1,-,910.2,182.04,5,0.21,1,465,0,45,0,250.2,5,45,100,0,201,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c3-30,,,2026-05-22,D,,,c3,C3,RHS ACTIVE BRACKET,SB-069A-1,-,857.72,171.54,5,0.21,1,470,0,55,0,257.72,0,0,75,0,180,1,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c3-31,,,2026-05-24,D,,,c3,C3,RHS ACTIVE BRACKET,SB-069A-1,-,900.72,180.14,5,0.21,1,480,0,65,0,240.72,0,0,115,0,201,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c3-32,,,2026-05-24,N,,,c3,C3,RHS ACTIVE BRACKET,SB-069A-1,-,905.17,181.03,5,0.21,1,495,5,60,0,245.17,0,0,100,0,212,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c3-33,,,2026-05-25,D,,,c3,C3,RHS ACTIVE BRACKET,SB-069A-1,-,881.76,176.35,5,0.21,1,440,25,50,0,221.76,0,15,130,0,200,2,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c3-34,,,2026-05-25,N,,,c3,C3,RHS ACTIVE BRACKET,SB-069A-1,-,736.33,147.27,5,0.21,1,410,0,50,0,196.33,0,5,75,0,182,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c3-35,,,2026-05-26,D,,,c3,C3,RHS ACTIVE BRACKET,SB-069A-1,-,930.39,186.08,5,0.21,1,450,10,45,0,270.39,0,35,120,0,173,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c3-36,,,2026-05-26,N,,,c3,C3,RHS ACTIVE BRACKET,SB-069A-1,-,917.65,183.53,5,0.21,1,510,0,50,0,257.65,0,0,100,0,212,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c3-37,,,2026-05-27,D,,,c3,C3,RHS ACTIVE BRACKET,SB-069A-1,-,912.26,182.45,5,0.21,1,465,0,55,0,252.26,0,0,140,0,180,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c3-38,,,2026-05-27,N,,,c3,C3,RHS ACTIVE BRACKET,SB-069A-1,-,657.88,131.58,5,0.21,1,365,0,45,0,152.88,0,0,90,5,183,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c3-39,,,2026-05-28,D,,,c3,C3,RHS ACTIVE BRACKET,SB-069A-1,-,655.58,131.12,5,0.21,1,320,10,45,0,170.58,0,0,105,5,130,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c3-40,,,2026-06-01,D,,,c3,C3,RHS ACTIVE BRACKET,SB-069A-1,-,515.93,103.19,5,0.21,1,285,5,25,0,150.93,0,0,50,0,115,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c3-41,,,2026-06-04,D,,,c3,C3,RHS ACTIVE BRACKET,SB-069A-1,-,834.75,166.95,5,0.21,1,335,0,160,55,174.75,0,0,110,0,157,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c3-42,,,2026-06-04,N,,,c3,C3,RHS ACTIVE BRACKET,SB-069A-1,-,172,34.4,5,0.21,1,100,0,15,0,42,0,0,15,0,50,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c3-43,,,2026-06-05,D,,,c3,C3,RHS ACTIVE BRACKET,SB-069A-1,-,856.99,171.4,5,0.21,1,510,5,45,0,196.99,0,0,100,0,280,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-c3-44,,,2026-06-08,D,,,c3,C3,RHS ACTIVE BRACKET,SB-069A-1,-,1011.66,202.33,5,0.21,1,545,5,35,0,351.66,0,0,75,0,179,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
